id;name;height;weight;hp;attack;defense;s_attack;s_defense;speed;type;evo_set;info;text_basic;height_text;weight_text;hp_text;attack_text;defense_text;s_attack_text;s_defense_text;speed_text;full_text
903;sneasler;13;430;80;130;60;40;80;120;{fighting,poison};109;Because of Sneasler's virulent poison and daunting physical prowess, no other species could hope to best it on the frozen highlands. Preferring solitude, this species does not form packs.;sneasler: Because of Sneasler's virulent poison and daunting physical prowess, no other species could hope to best it on the frozen highlands. Preferring solitude, this species does not form packs.;Sneasler is 13 decimeters tall.;Sneasler weighs 430 hectograms.;Sneasler has 80 HP.;Sneasler has 130 attack points.;Sneasler has 60 defense points.;Sneasler has 40 special attack.;Sneasler has 80 special defense.;Sneasler has 120 speed.;sneasler: Because of Sneasler's virulent poison and daunting physical prowess, no other species could hope to best it on the frozen highlands. Preferring solitude, this species does not form packs. sneasler is 13 decimeters tall. sneasler weighs 430 hectograms. sneasler has 80 HP. sneasler has 130 attack points. sneasler has 60 defense points. sneasler has 40 special attack. sneasler has 80 special defense. sneasler has 120 speed.
904;overqwil;25;605;85;115;95;65;65;85;{dark,poison};106;Its lancelike spikes and savage temperament have earned it the nickname îsea fiend.î It slurps up poison to nourish itself.;overqwil: Its lancelike spikes and savage temperament have earned it the nickname îsea fiend.î It slurps up poison to nourish itself.;Overqwil is 25 decimeters tall.;Overqwil weighs 605 hectograms.;Overqwil has 85 HP.;Overqwil has 115 attack points.;Overqwil has 95 defense points.;Overqwil has 65 special attack.;Overqwil has 65 special defense.;Overqwil has 85 speed.;overqwil: Its lancelike spikes and savage temperament have earned it the nickname îsea fiend.î It slurps up poison to nourish itself. overqwil is 25 decimeters tall. overqwil weighs 605 hectograms. overqwil has 85 HP. overqwil has 115 attack points. overqwil has 95 defense points. overqwil has 65 special attack. overqwil has 65 special defense. overqwil has 85 speed.
905;enamorus;16;480;74;115;70;135;80;106;{fairy,flying};477;When it flies to this land from across the sea, the bitter winter comes to an end. According to legend, this PokÈmon's love gives rise to the budding of fresh life across Hisui.;enamorus: When it flies to this land from across the sea, the bitter winter comes to an end. According to legend, this PokÈmon's love gives rise to the budding of fresh life across Hisui.;Enamorus is 16 decimeters tall.;Enamorus weighs 480 hectograms.;Enamorus has 74 HP.;Enamorus has 115 attack points.;Enamorus has 70 defense points.;Enamorus has 135 special attack.;Enamorus has 80 special defense.;Enamorus has 106 speed.;enamorus: When it flies to this land from across the sea, the bitter winter comes to an end. According to legend, this PokÈmon's love gives rise to the budding of fresh life across Hisui. enamorus is 16 decimeters tall. enamorus weighs 480 hectograms. enamorus has 74 HP. enamorus has 115 attack points. enamorus has 70 defense points. enamorus has 135 special attack. enamorus has 80 special defense. enamorus has 106 speed.
906;sprigatito;4;41;40;61;54;45;45;65;{grass};478;Its fluffy fur is similar in composition to plants. This PokÈmon frequently washes its face to keep it from drying out.;sprigatito: Its fluffy fur is similar in composition to plants. This PokÈmon frequently washes its face to keep it from drying out.;Sprigatito is 4 decimeters tall.;Sprigatito weighs 41 hectograms.;Sprigatito has 40 HP.;Sprigatito has 61 attack points.;Sprigatito has 54 defense points.;Sprigatito has 45 special attack.;Sprigatito has 45 special defense.;Sprigatito has 65 speed.;sprigatito: Its fluffy fur is similar in composition to plants. This PokÈmon frequently washes its face to keep it from drying out. sprigatito is 4 decimeters tall. sprigatito weighs 41 hectograms. sprigatito has 40 HP. sprigatito has 61 attack points. sprigatito has 54 defense points. sprigatito has 45 special attack. sprigatito has 45 special defense. sprigatito has 65 speed.
907;floragato;9;122;61;80;63;60;63;83;{grass};478;Floragato deftly wields the vine hidden beneath its long fur, slamming the hard flower bud against its opponents.;floragato: Floragato deftly wields the vine hidden beneath its long fur, slamming the hard flower bud against its opponents.;Floragato is 9 decimeters tall.;Floragato weighs 122 hectograms.;Floragato has 61 HP.;Floragato has 80 attack points.;Floragato has 63 defense points.;Floragato has 60 special attack.;Floragato has 63 special defense.;Floragato has 83 speed.;floragato: Floragato deftly wields the vine hidden beneath its long fur, slamming the hard flower bud against its opponents. floragato is 9 decimeters tall. floragato weighs 122 hectograms. floragato has 61 HP. floragato has 80 attack points. floragato has 63 defense points. floragato has 60 special attack. floragato has 63 special defense. floragato has 83 speed.
908;meowscarada;15;312;76;110;70;81;70;123;{grass,dark};478;This PokÈmon uses the reflective fur lining its cape to camouflage the stem of its flower, creating the illusion that the flower is floating.;meowscarada: This PokÈmon uses the reflective fur lining its cape to camouflage the stem of its flower, creating the illusion that the flower is floating.;Meowscarada is 15 decimeters tall.;Meowscarada weighs 312 hectograms.;Meowscarada has 76 HP.;Meowscarada has 110 attack points.;Meowscarada has 70 defense points.;Meowscarada has 81 special attack.;Meowscarada has 70 special defense.;Meowscarada has 123 speed.;meowscarada: This PokÈmon uses the reflective fur lining its cape to camouflage the stem of its flower, creating the illusion that the flower is floating. meowscarada is 15 decimeters tall. meowscarada weighs 312 hectograms. meowscarada has 76 HP. meowscarada has 110 attack points. meowscarada has 70 defense points. meowscarada has 81 special attack. meowscarada has 70 special defense. meowscarada has 123 speed.
909;fuecoco;4;98;67;45;59;63;40;36;{fire};479;It lies on warm rocks and uses the heat absorbed by its square-shaped scales to create fire energy.;fuecoco: It lies on warm rocks and uses the heat absorbed by its square-shaped scales to create fire energy.;Fuecoco is 4 decimeters tall.;Fuecoco weighs 98 hectograms.;Fuecoco has 67 HP.;Fuecoco has 45 attack points.;Fuecoco has 59 defense points.;Fuecoco has 63 special attack.;Fuecoco has 40 special defense.;Fuecoco has 36 speed.;fuecoco: It lies on warm rocks and uses the heat absorbed by its square-shaped scales to create fire energy. fuecoco is 4 decimeters tall. fuecoco weighs 98 hectograms. fuecoco has 67 HP. fuecoco has 45 attack points. fuecoco has 59 defense points. fuecoco has 63 special attack. fuecoco has 40 special defense. fuecoco has 36 speed.
910;crocalor;10;307;81;55;78;90;58;49;{fire};479;The combination of Crocalorís fire energy and overflowing vitality has caused an egg-shaped fireball to appear on the PokÈmonís head.;crocalor: The combination of Crocalorís fire energy and overflowing vitality has caused an egg-shaped fireball to appear on the PokÈmonís head.;Crocalor is 10 decimeters tall.;Crocalor weighs 307 hectograms.;Crocalor has 81 HP.;Crocalor has 55 attack points.;Crocalor has 78 defense points.;Crocalor has 90 special attack.;Crocalor has 58 special defense.;Crocalor has 49 speed.;crocalor: The combination of Crocalorís fire energy and overflowing vitality has caused an egg-shaped fireball to appear on the PokÈmonís head. crocalor is 10 decimeters tall. crocalor weighs 307 hectograms. crocalor has 81 HP. crocalor has 55 attack points. crocalor has 78 defense points. crocalor has 90 special attack. crocalor has 58 special defense. crocalor has 49 speed.
911;skeledirge;16;3265;104;75;100;110;75;66;{fire,ghost};479;The fiery bird changes shape when Skeledirge sings. Rumor has it that the bird was born when the fireball on Skeledirgeís head gained a soul.;skeledirge: The fiery bird changes shape when Skeledirge sings. Rumor has it that the bird was born when the fireball on Skeledirgeís head gained a soul.;Skeledirge is 16 decimeters tall.;Skeledirge weighs 3265 hectograms.;Skeledirge has 104 HP.;Skeledirge has 75 attack points.;Skeledirge has 100 defense points.;Skeledirge has 110 special attack.;Skeledirge has 75 special defense.;Skeledirge has 66 speed.;skeledirge: The fiery bird changes shape when Skeledirge sings. Rumor has it that the bird was born when the fireball on Skeledirgeís head gained a soul. skeledirge is 16 decimeters tall. skeledirge weighs 3265 hectograms. skeledirge has 104 HP. skeledirge has 75 attack points. skeledirge has 100 defense points. skeledirge has 110 special attack. skeledirge has 75 special defense. skeledirge has 66 speed.
912;quaxly;5;61;55;65;45;50;45;50;{water};480;"This PokÈmon migrated to Paldea from distant lands long ago. The gel secreted by its feathers repels water and grime.""";"quaxly: This PokÈmon migrated to Paldea from distant lands long ago. The gel secreted by its feathers repels water and grime.""";Quaxly is 5 decimeters tall.;Quaxly weighs 61 hectograms.;Quaxly has 55 HP.;Quaxly has 65 attack points.;Quaxly has 45 defense points.;Quaxly has 50 special attack.;Quaxly has 45 special defense.;Quaxly has 50 speed.;"quaxly: This PokÈmon migrated to Paldea from distant lands long ago. The gel secreted by its feathers repels water and grime."" quaxly is 5 decimeters tall. quaxly weighs 61 hectograms. quaxly has 55 HP. quaxly has 65 attack points. quaxly has 45 defense points. quaxly has 50 special attack. quaxly has 45 special defense. quaxly has 50 speed."
913;quaxwell;12;215;70;85;65;65;60;65;{water};480;These PokÈmon constantly run through shallow waters to train their legs, then compete with each other to see which of them kicks most gracefully.;quaxwell: These PokÈmon constantly run through shallow waters to train their legs, then compete with each other to see which of them kicks most gracefully.;Quaxwell is 12 decimeters tall.;Quaxwell weighs 215 hectograms.;Quaxwell has 70 HP.;Quaxwell has 85 attack points.;Quaxwell has 65 defense points.;Quaxwell has 65 special attack.;Quaxwell has 60 special defense.;Quaxwell has 65 speed.;quaxwell: These PokÈmon constantly run through shallow waters to train their legs, then compete with each other to see which of them kicks most gracefully. quaxwell is 12 decimeters tall. quaxwell weighs 215 hectograms. quaxwell has 70 HP. quaxwell has 85 attack points. quaxwell has 65 defense points. quaxwell has 65 special attack. quaxwell has 60 special defense. quaxwell has 65 speed.
914;quaquaval;18;619;85;120;80;85;75;85;{water,fighting};480;A single kick from a Quaquaval can send a truck rolling. This PokÈmon uses its powerful legs to perform striking dances from far-off lands.;quaquaval: A single kick from a Quaquaval can send a truck rolling. This PokÈmon uses its powerful legs to perform striking dances from far-off lands.;Quaquaval is 18 decimeters tall.;Quaquaval weighs 619 hectograms.;Quaquaval has 85 HP.;Quaquaval has 120 attack points.;Quaquaval has 80 defense points.;Quaquaval has 85 special attack.;Quaquaval has 75 special defense.;Quaquaval has 85 speed.;quaquaval: A single kick from a Quaquaval can send a truck rolling. This PokÈmon uses its powerful legs to perform striking dances from far-off lands. quaquaval is 18 decimeters tall. quaquaval weighs 619 hectograms. quaquaval has 85 HP. quaquaval has 120 attack points. quaquaval has 80 defense points. quaquaval has 85 special attack. quaquaval has 75 special defense. quaquaval has 85 speed.
915;lechonk;5;102;54;45;40;35;45;35;{normal};481;It searches for food all day. It possesses a keen sense of smell but doesnít use it for anything other than foraging.;lechonk: It searches for food all day. It possesses a keen sense of smell but doesnít use it for anything other than foraging.;Lechonk is 5 decimeters tall.;Lechonk weighs 102 hectograms.;Lechonk has 54 HP.;Lechonk has 45 attack points.;Lechonk has 40 defense points.;Lechonk has 35 special attack.;Lechonk has 45 special defense.;Lechonk has 35 speed.;lechonk: It searches for food all day. It possesses a keen sense of smell but doesnít use it for anything other than foraging. lechonk is 5 decimeters tall. lechonk weighs 102 hectograms. lechonk has 54 HP. lechonk has 45 attack points. lechonk has 40 defense points. lechonk has 35 special attack. lechonk has 45 special defense. lechonk has 35 speed.
916;oinkologne;10;1200;110;100;75;59;80;65;{normal};481;Oinkologne is proud of its fine, glossy skin. It emits a concentrated scent from the tip of its tail.;oinkologne: Oinkologne is proud of its fine, glossy skin. It emits a concentrated scent from the tip of its tail.;Oinkologne is 10 decimeters tall.;Oinkologne weighs 1200 hectograms.;Oinkologne has 110 HP.;Oinkologne has 100 attack points.;Oinkologne has 75 defense points.;Oinkologne has 59 special attack.;Oinkologne has 80 special defense.;Oinkologne has 65 speed.;oinkologne: Oinkologne is proud of its fine, glossy skin. It emits a concentrated scent from the tip of its tail. oinkologne is 10 decimeters tall. oinkologne weighs 1200 hectograms. oinkologne has 110 HP. oinkologne has 100 attack points. oinkologne has 75 defense points. oinkologne has 59 special attack. oinkologne has 80 special defense. oinkologne has 65 speed.
917;tarountula;3;40;35;41;45;29;40;20;{bug};482;The ball of threads wrapped around its body is elastic enough to deflect the scythes of Scyther, this PokÈmonís natural enemy.;tarountula: The ball of threads wrapped around its body is elastic enough to deflect the scythes of Scyther, this PokÈmonís natural enemy.;Tarountula is 3 decimeters tall.;Tarountula weighs 40 hectograms.;Tarountula has 35 HP.;Tarountula has 41 attack points.;Tarountula has 45 defense points.;Tarountula has 29 special attack.;Tarountula has 40 special defense.;Tarountula has 20 speed.;tarountula: The ball of threads wrapped around its body is elastic enough to deflect the scythes of Scyther, this PokÈmonís natural enemy. tarountula is 3 decimeters tall. tarountula weighs 40 hectograms. tarountula has 35 HP. tarountula has 41 attack points. tarountula has 45 defense points. tarountula has 29 special attack. tarountula has 40 special defense. tarountula has 20 speed.
918;spidops;10;165;60;79;92;52;86;35;{bug};482;It clings to branches and ceilings using its threads and moves without a sound. It takes out its prey before the prey even notices it.;spidops: It clings to branches and ceilings using its threads and moves without a sound. It takes out its prey before the prey even notices it.;Spidops is 10 decimeters tall.;Spidops weighs 165 hectograms.;Spidops has 60 HP.;Spidops has 79 attack points.;Spidops has 92 defense points.;Spidops has 52 special attack.;Spidops has 86 special defense.;Spidops has 35 speed.;spidops: It clings to branches and ceilings using its threads and moves without a sound. It takes out its prey before the prey even notices it. spidops is 10 decimeters tall. spidops weighs 165 hectograms. spidops has 60 HP. spidops has 79 attack points. spidops has 92 defense points. spidops has 52 special attack. spidops has 86 special defense. spidops has 35 speed.
919;nymble;2;10;33;46;40;21;25;45;{bug};483;It has its third set of legs folded up. When itís in a tough spot, this PokÈmon jumps over 30 feet using the strength of its legs.;nymble: It has its third set of legs folded up. When itís in a tough spot, this PokÈmon jumps over 30 feet using the strength of its legs.;Nymble is 2 decimeters tall.;Nymble weighs 10 hectograms.;Nymble has 33 HP.;Nymble has 46 attack points.;Nymble has 40 defense points.;Nymble has 21 special attack.;Nymble has 25 special defense.;Nymble has 45 speed.;nymble: It has its third set of legs folded up. When itís in a tough spot, this PokÈmon jumps over 30 feet using the strength of its legs. nymble is 2 decimeters tall. nymble weighs 10 hectograms. nymble has 33 HP. nymble has 46 attack points. nymble has 40 defense points. nymble has 21 special attack. nymble has 25 special defense. nymble has 45 speed.
920;lokix;10;175;71;102;78;52;55;92;{bug,dark};483;When it decides to fight all out, it stands on its previously folded legs to enter Showdown Mode. It neutralizes its enemies in short order.;lokix: When it decides to fight all out, it stands on its previously folded legs to enter Showdown Mode. It neutralizes its enemies in short order.;Lokix is 10 decimeters tall.;Lokix weighs 175 hectograms.;Lokix has 71 HP.;Lokix has 102 attack points.;Lokix has 78 defense points.;Lokix has 52 special attack.;Lokix has 55 special defense.;Lokix has 92 speed.;lokix: When it decides to fight all out, it stands on its previously folded legs to enter Showdown Mode. It neutralizes its enemies in short order. lokix is 10 decimeters tall. lokix weighs 175 hectograms. lokix has 71 HP. lokix has 102 attack points. lokix has 78 defense points. lokix has 52 special attack. lokix has 55 special defense. lokix has 92 speed.
921;pawmi;3;25;45;50;20;40;25;60;{electric};484;It has underdeveloped electric sacs on its cheeks. These sacs can produce electricity only if Pawmi rubs them furiously with the pads on its forepaws.;pawmi: It has underdeveloped electric sacs on its cheeks. These sacs can produce electricity only if Pawmi rubs them furiously with the pads on its forepaws.;Pawmi is 3 decimeters tall.;Pawmi weighs 25 hectograms.;Pawmi has 45 HP.;Pawmi has 50 attack points.;Pawmi has 20 defense points.;Pawmi has 40 special attack.;Pawmi has 25 special defense.;Pawmi has 60 speed.;pawmi: It has underdeveloped electric sacs on its cheeks. These sacs can produce electricity only if Pawmi rubs them furiously with the pads on its forepaws. pawmi is 3 decimeters tall. pawmi weighs 25 hectograms. pawmi has 45 HP. pawmi has 50 attack points. pawmi has 20 defense points. pawmi has 40 special attack. pawmi has 25 special defense. pawmi has 60 speed.
922;pawmo;4;65;60;75;40;50;40;85;{electric,fighting};484;When its group is attacked, Pawmo is the first to leap into battle, defeating enemies with a fighting technique that utilizes electric shocks.;pawmo: When its group is attacked, Pawmo is the first to leap into battle, defeating enemies with a fighting technique that utilizes electric shocks.;Pawmo is 4 decimeters tall.;Pawmo weighs 65 hectograms.;Pawmo has 60 HP.;Pawmo has 75 attack points.;Pawmo has 40 defense points.;Pawmo has 50 special attack.;Pawmo has 40 special defense.;Pawmo has 85 speed.;pawmo: When its group is attacked, Pawmo is the first to leap into battle, defeating enemies with a fighting technique that utilizes electric shocks. pawmo is 4 decimeters tall. pawmo weighs 65 hectograms. pawmo has 60 HP. pawmo has 75 attack points. pawmo has 40 defense points. pawmo has 50 special attack. pawmo has 40 special defense. pawmo has 85 speed.
923;pawmot;9;410;70;115;70;70;60;105;{electric,fighting};484;This PokÈmon normally is slow to react, but once it enters battle, it will strike down its enemies with lightning-fast movements.;pawmot: This PokÈmon normally is slow to react, but once it enters battle, it will strike down its enemies with lightning-fast movements.;Pawmot is 9 decimeters tall.;Pawmot weighs 410 hectograms.;Pawmot has 70 HP.;Pawmot has 115 attack points.;Pawmot has 70 defense points.;Pawmot has 70 special attack.;Pawmot has 60 special defense.;Pawmot has 105 speed.;pawmot: This PokÈmon normally is slow to react, but once it enters battle, it will strike down its enemies with lightning-fast movements. pawmot is 9 decimeters tall. pawmot weighs 410 hectograms. pawmot has 70 HP. pawmot has 115 attack points. pawmot has 70 defense points. pawmot has 70 special attack. pawmot has 60 special defense. pawmot has 105 speed.
924;tandemaus;3;18;50;50;45;40;45;75;{normal};485;Exhibiting great teamwork, they use their incisors to cut pieces out of any material that might be useful for a nest, then make off with them.;tandemaus: Exhibiting great teamwork, they use their incisors to cut pieces out of any material that might be useful for a nest, then make off with them.;Tandemaus is 3 decimeters tall.;Tandemaus weighs 18 hectograms.;Tandemaus has 50 HP.;Tandemaus has 50 attack points.;Tandemaus has 45 defense points.;Tandemaus has 40 special attack.;Tandemaus has 45 special defense.;Tandemaus has 75 speed.;tandemaus: Exhibiting great teamwork, they use their incisors to cut pieces out of any material that might be useful for a nest, then make off with them. tandemaus is 3 decimeters tall. tandemaus weighs 18 hectograms. tandemaus has 50 HP. tandemaus has 50 attack points. tandemaus has 45 defense points. tandemaus has 40 special attack. tandemaus has 45 special defense. tandemaus has 75 speed.
925;maushold;3;23;74;75;70;65;75;111;{normal};485;The two little ones just appeared one day. The group might be a family of related PokÈmon, but nobody knows for sure.;maushold: The two little ones just appeared one day. The group might be a family of related PokÈmon, but nobody knows for sure.;Maushold is 3 decimeters tall.;Maushold weighs 23 hectograms.;Maushold has 74 HP.;Maushold has 75 attack points.;Maushold has 70 defense points.;Maushold has 65 special attack.;Maushold has 75 special defense.;Maushold has 111 speed.;maushold: The two little ones just appeared one day. The group might be a family of related PokÈmon, but nobody knows for sure. maushold is 3 decimeters tall. maushold weighs 23 hectograms. maushold has 74 HP. maushold has 75 attack points. maushold has 70 defense points. maushold has 65 special attack. maushold has 75 special defense. maushold has 111 speed.
926;fidough;3;109;37;55;70;30;55;65;{fairy};486;This PokÈmon is smooth and moist to the touch. Yeast in Fidoughís breath induces fermentation in the PokÈmonís vicinity.;fidough: This PokÈmon is smooth and moist to the touch. Yeast in Fidoughís breath induces fermentation in the PokÈmonís vicinity.;Fidough is 3 decimeters tall.;Fidough weighs 109 hectograms.;Fidough has 37 HP.;Fidough has 55 attack points.;Fidough has 70 defense points.;Fidough has 30 special attack.;Fidough has 55 special defense.;Fidough has 65 speed.;fidough: This PokÈmon is smooth and moist to the touch. Yeast in Fidoughís breath induces fermentation in the PokÈmonís vicinity. fidough is 3 decimeters tall. fidough weighs 109 hectograms. fidough has 37 HP. fidough has 55 attack points. fidough has 70 defense points. fidough has 30 special attack. fidough has 55 special defense. fidough has 65 speed.
927;dachsbun;5;149;57;80;115;50;80;95;{fairy};486;The pleasant aroma that emanates from this PokÈmonís body helps wheat grow, so Dachsbun has been treasured by farming villages.;dachsbun: The pleasant aroma that emanates from this PokÈmonís body helps wheat grow, so Dachsbun has been treasured by farming villages.;Dachsbun is 5 decimeters tall.;Dachsbun weighs 149 hectograms.;Dachsbun has 57 HP.;Dachsbun has 80 attack points.;Dachsbun has 115 defense points.;Dachsbun has 50 special attack.;Dachsbun has 80 special defense.;Dachsbun has 95 speed.;dachsbun: The pleasant aroma that emanates from this PokÈmonís body helps wheat grow, so Dachsbun has been treasured by farming villages. dachsbun is 5 decimeters tall. dachsbun weighs 149 hectograms. dachsbun has 57 HP. dachsbun has 80 attack points. dachsbun has 115 defense points. dachsbun has 50 special attack. dachsbun has 80 special defense. dachsbun has 95 speed.
928;smoliv;3;65;41;35;45;58;51;30;{grass,normal};487;It protects itself from enemies by emitting oil from the fruit on its head. This oil is bitter and astringent enough to make someone flinch.;smoliv: It protects itself from enemies by emitting oil from the fruit on its head. This oil is bitter and astringent enough to make someone flinch.;Smoliv is 3 decimeters tall.;Smoliv weighs 65 hectograms.;Smoliv has 41 HP.;Smoliv has 35 attack points.;Smoliv has 45 defense points.;Smoliv has 58 special attack.;Smoliv has 51 special defense.;Smoliv has 30 speed.;smoliv: It protects itself from enemies by emitting oil from the fruit on its head. This oil is bitter and astringent enough to make someone flinch. smoliv is 3 decimeters tall. smoliv weighs 65 hectograms. smoliv has 41 HP. smoliv has 35 attack points. smoliv has 45 defense points. smoliv has 58 special attack. smoliv has 51 special defense. smoliv has 30 speed.
929;dolliv;6;119;52;53;60;78;78;33;{grass,normal};487;Dolliv shares its tasty, fresh-scented oil with others. This species has coexisted with humans since times long gone.;dolliv: Dolliv shares its tasty, fresh-scented oil with others. This species has coexisted with humans since times long gone.;Dolliv is 6 decimeters tall.;Dolliv weighs 119 hectograms.;Dolliv has 52 HP.;Dolliv has 53 attack points.;Dolliv has 60 defense points.;Dolliv has 78 special attack.;Dolliv has 78 special defense.;Dolliv has 33 speed.;dolliv: Dolliv shares its tasty, fresh-scented oil with others. This species has coexisted with humans since times long gone. dolliv is 6 decimeters tall. dolliv weighs 119 hectograms. dolliv has 52 HP. dolliv has 53 attack points. dolliv has 60 defense points. dolliv has 78 special attack. dolliv has 78 special defense. dolliv has 33 speed.
930;arboliva;14;482;78;69;90;125;109;39;{grass,normal};487;This calm PokÈmon is very compassionate. It will share its delicious, nutrient-rich oil with weakened PokÈmon.;arboliva: This calm PokÈmon is very compassionate. It will share its delicious, nutrient-rich oil with weakened PokÈmon.;Arboliva is 14 decimeters tall.;Arboliva weighs 482 hectograms.;Arboliva has 78 HP.;Arboliva has 69 attack points.;Arboliva has 90 defense points.;Arboliva has 125 special attack.;Arboliva has 109 special defense.;Arboliva has 39 speed.;arboliva: This calm PokÈmon is very compassionate. It will share its delicious, nutrient-rich oil with weakened PokÈmon. arboliva is 14 decimeters tall. arboliva weighs 482 hectograms. arboliva has 78 HP. arboliva has 69 attack points. arboliva has 90 defense points. arboliva has 125 special attack. arboliva has 109 special defense. arboliva has 39 speed.
931;squawkabilly;6;24;82;96;51;45;51;92;{normal,flying};488;These PokÈmon prefer to live in cities. They form flocks based on the color of their feathers, and they fight over territory.;squawkabilly: These PokÈmon prefer to live in cities. They form flocks based on the color of their feathers, and they fight over territory.;Squawkabilly is 6 decimeters tall.;Squawkabilly weighs 24 hectograms.;Squawkabilly has 82 HP.;Squawkabilly has 96 attack points.;Squawkabilly has 51 defense points.;Squawkabilly has 45 special attack.;Squawkabilly has 51 special defense.;Squawkabilly has 92 speed.;squawkabilly: These PokÈmon prefer to live in cities. They form flocks based on the color of their feathers, and they fight over territory. squawkabilly is 6 decimeters tall. squawkabilly weighs 24 hectograms. squawkabilly has 82 HP. squawkabilly has 96 attack points. squawkabilly has 51 defense points. squawkabilly has 45 special attack. squawkabilly has 51 special defense. squawkabilly has 92 speed.
932;nacli;4;160;55;55;75;35;35;25;{rock};489;It was born in a layer of rock salt deep under the earth. This species was particularly treasured in the old days, as they would share precious salt.;nacli: It was born in a layer of rock salt deep under the earth. This species was particularly treasured in the old days, as they would share precious salt.;Nacli is 4 decimeters tall.;Nacli weighs 160 hectograms.;Nacli has 55 HP.;Nacli has 55 attack points.;Nacli has 75 defense points.;Nacli has 35 special attack.;Nacli has 35 special defense.;Nacli has 25 speed.;nacli: It was born in a layer of rock salt deep under the earth. This species was particularly treasured in the old days, as they would share precious salt. nacli is 4 decimeters tall. nacli weighs 160 hectograms. nacli has 55 HP. nacli has 55 attack points. nacli has 75 defense points. nacli has 35 special attack. nacli has 35 special defense. nacli has 25 speed.
933;naclstack;6;1050;60;60;100;35;65;35;{rock};489;This PokÈmon dry cures its prey by spraying salt over them. The curing process steals away the water in the preyís body.;naclstack: This PokÈmon dry cures its prey by spraying salt over them. The curing process steals away the water in the preyís body.;Naclstack is 6 decimeters tall.;Naclstack weighs 1050 hectograms.;Naclstack has 60 HP.;Naclstack has 60 attack points.;Naclstack has 100 defense points.;Naclstack has 35 special attack.;Naclstack has 65 special defense.;Naclstack has 35 speed.;naclstack: This PokÈmon dry cures its prey by spraying salt over them. The curing process steals away the water in the preyís body. naclstack is 6 decimeters tall. naclstack weighs 1050 hectograms. naclstack has 60 HP. naclstack has 60 attack points. naclstack has 100 defense points. naclstack has 35 special attack. naclstack has 65 special defense. naclstack has 35 speed.
934;garganacl;23;2400;100;100;130;45;90;35;{rock};489;Garganacl will rub its fingertips together and sprinkle injured PokÈmon with salt. Even severe wounds will promptly heal afterward.;garganacl: Garganacl will rub its fingertips together and sprinkle injured PokÈmon with salt. Even severe wounds will promptly heal afterward.;Garganacl is 23 decimeters tall.;Garganacl weighs 2400 hectograms.;Garganacl has 100 HP.;Garganacl has 100 attack points.;Garganacl has 130 defense points.;Garganacl has 45 special attack.;Garganacl has 90 special defense.;Garganacl has 35 speed.;garganacl: Garganacl will rub its fingertips together and sprinkle injured PokÈmon with salt. Even severe wounds will promptly heal afterward. garganacl is 23 decimeters tall. garganacl weighs 2400 hectograms. garganacl has 100 HP. garganacl has 100 attack points. garganacl has 130 defense points. garganacl has 45 special attack. garganacl has 90 special defense. garganacl has 35 speed.
935;charcadet;6;105;40;50;40;50;40;35;{fire};490;Burnt charcoal came to life and became a PokÈmon. Possessing a fiery fighting spirit, Charcadet will battle even tough opponents.;charcadet: Burnt charcoal came to life and became a PokÈmon. Possessing a fiery fighting spirit, Charcadet will battle even tough opponents.;Charcadet is 6 decimeters tall.;Charcadet weighs 105 hectograms.;Charcadet has 40 HP.;Charcadet has 50 attack points.;Charcadet has 40 defense points.;Charcadet has 50 special attack.;Charcadet has 40 special defense.;Charcadet has 35 speed.;charcadet: Burnt charcoal came to life and became a PokÈmon. Possessing a fiery fighting spirit, Charcadet will battle even tough opponents. charcadet is 6 decimeters tall. charcadet weighs 105 hectograms. charcadet has 40 HP. charcadet has 50 attack points. charcadet has 40 defense points. charcadet has 50 special attack. charcadet has 40 special defense. charcadet has 35 speed.
936;armarouge;15;850;85;60;100;125;80;75;{fire,psychic};490;Armarouge evolved through the use of a set of armor that belonged to a distinguished warrior. This PokÈmon is incredibly loyal.;armarouge: Armarouge evolved through the use of a set of armor that belonged to a distinguished warrior. This PokÈmon is incredibly loyal.;Armarouge is 15 decimeters tall.;Armarouge weighs 850 hectograms.;Armarouge has 85 HP.;Armarouge has 60 attack points.;Armarouge has 100 defense points.;Armarouge has 125 special attack.;Armarouge has 80 special defense.;Armarouge has 75 speed.;armarouge: Armarouge evolved through the use of a set of armor that belonged to a distinguished warrior. This PokÈmon is incredibly loyal. armarouge is 15 decimeters tall. armarouge weighs 850 hectograms. armarouge has 85 HP. armarouge has 60 attack points. armarouge has 100 defense points. armarouge has 125 special attack. armarouge has 80 special defense. armarouge has 75 speed.
